R.H.Patel Institute of Technology, ,Gujarat,"+91-02694-277799,277700",Mkdit07@gmail.com,http://www.rhpitgoblaj.org/
"R.I.E.T. VIDYAPEETH, VILL. - POHLI, TEHSIL - SARDHANA", ,Uttar Pradesh,-,-,-
R.I.H.S, ,Orissa,-,-,-
R.J. College Of Arts & Science & Commerce, ,Maharashtra,-,-,-
R.J. Computer Center,PATAN ,Gujarat,02766-233642,hodcomputer@ngu.ac.in,www.ngu.ac.in
R.J.R.M. Degree College,WARANGAL ,Andhra Pradesh,-,-,-
R.K GUPTA MEMORIAL INSTITUTE OF TECHNOLOGY  & MANAGEMENT,AGRA ,Uttar Pradesh,-,-,-
R.K University, ,Gujarat,+91-9909952030/31,info@rku.ac.in,www.rku.ac.in
R.K. College, ,Uttar Pradesh,-,-,-
R.K. College,VIZIANAGARAM ,Andhra Pradesh,08922–234288,-,-
R.K. Degree College, ,Jammu and Kashmir,-,-,-
R.K. GUPTA MEMORIAL INSTITUTE OF TECHNOOGY & MANAGEMENT, ,Uttar Pradesh,-,-,-
R.K. INSTITUTE OF MANAGEMENT & RESEARCH,MUMBAI ,Maharashtra,022-26422827,info@crkimr.in,www.crkimr.in
R.K. INSTITUTE OF MANAGEMENT AND COMPUTER SCIENCES,BANGALORE ,Karnataka,080-41169181,rket@rket.org,-
R.K. Law College,JAMMU ,Jammu and Kashmir,01923-220217,-,-
R.K. Polytechnic College, ,Rajasthan,0141-5102443,jdci@gmail.com,-
R.K. School of Engineering, ,Gujarat,+919909952030,	cdsankhavara@rku.ac.in,www.rku.ac.in
R.K. Talreja College Of Artsscience & Commerce, ,Maharashtra,-,-,-
R.K. TEACHER TRAINING COLLEGE, ,Haryana,-,-,-
"R.K. TEACHER TRAINING COLLEGE,", ,Haryana,-,-,-
R.K.. COLLEGE OF SYSTEM MAHAVIDYALAYA, ,Uttar Pradesh,-,-,-
R.K.. COLLEGE OF SYSTEM MAHAVIDYALAYA, ,Uttar Pradesh,-,-,-
R.K.Arya College, ,Punjab,-,-,-
R.K.D.F. Homoeopathic Medical College,BHOPAL ,Madhya Pradesh,-,-,-
R.K.D.F. INSTITUTE OF MANAGEMENT,BHOPAL ,Madhya Pradesh,0755-2415698,principal@chimc.in,www.rkdfgroup.com
R.K.GUPTA MEMORIAL INSTITUTE OF TECHNOLOGY & MANAGEMENT, ,Uttar Pradesh,-,-,-
R.K.Institute of Management and Computer Science, ,Karnataka,8439397,-,	www.seekandsource.com/rkinstituteofmanagement
"R.K.L.K. DPharmacy College , Nalgonda",NALGONDA ,Andhra Pradesh,-,-,-
R.K.L.K. Rao Degree College,NALGONDA ,Andhra Pradesh,08684–221382,-,-
R.K.L.K. Raos Women Degree College,SURYAPET ,Andhra Pradesh,08684–220623,-,-
R.K.M. Law College,CHITOOR ,Andhra Pradesh,08572-245773,srkmic_rvsn@yahoo.com,-
R.K.Mission Boys Home Primary Teacher's Training Institute, ,West Bengal,-,-,-
R.K.Mission Sarda Mandir Govt. Sponsored Primary Teacher's Training Institute, ,West Bengal,-,-,-
R.K.P. Degree College,ADILABAD ,Andhra Pradesh,-,-,-
R.K.R. TEACHER TRAINING INSTITUTE, ,Tamil Nadu,-,-,-
R.K.S.D. TEACHER TRAINING COLLEGE, ,Haryana,-,-,-
R.L TEACHER TRAINING COLLEGE, ,Haryana,-,-,-
R.L. INSTITUTE OF MANAGEMENT STUDIES,MADURAI ,Tamil Nadu,-,-,-
R. L. Law College,BELGAUM ,Karnataka,"08192-250237,08192-225059","rllcdvg@sancharnet.in,rllc_dvg@yahoo.com",-
R.L.S.Law College, ,Karnataka,-,-,-
R.L.S.Law College, ,Karnataka,-,-,-
R.M. TEACHER TRAINING INSTITUTE, ,Kerala,-,-,-
R.M.D Engineering College,TIRUVALLUR ,Tamil Nadu,"044-27925562,27925563,27925564","rmdec@rmdec.com,rmd@rmd.ac.in",http://www.rmd.ac.in
R.M.K College of Engineering and Technology, ,Tamil Nadu,9840743636,principal@rmkcet.ac.in,http://www.rmkcet.ac.in/
R.M.K Engineering College, ,Tamil Nadu,04427925102,principal@rmkec.ac.in,www.rmkec.ac.in
R.M.M. Law College,SAHARSA ,Bihar,-,srkmlc_rvsn@yahoo.co.in,-
R.M.R.COLLEGE OF EDUCATION, ,Haryana,-,-,-
R.Madhya Pradesh. Postgraduate College, ,Uttar Pradesh,-,-,-
R.Madhya Pradesh.P.V. College, ,Uttar Pradesh,-,-,-
R.MUDDURANGE GOWDA COLLEGE OF EDUCATION, ,Karnataka,-,-,-
R.N. COLLEGE, ,Uttar Pradesh,-,-,-
R.N. College of Engineering & Technology, ,Haryana,+911806499134,info@rncet.in,http://www.rncet.com/
R.N. INSTITUTE OF MODERN MANAGEMENT EDUCATION & RESEARCH CENTRE, ,Uttar Pradesh,-,-,-
R.N. SinghGovernment College, ,Madhya Pradesh,-,-,-
R.N. T.T. COLLEGE, ,Rajasthan,-,-,-
R.N.C. Arts J.D.B. Commerce And N.S.C. Science College, ,Maharashtra,-,-,-
R.N.INSTITUTE OF MODERN MANAGEMENT EDUCATION & RESEARCH CENTRE, ,Uttar Pradesh,-,-,-
R.N.M.M. Law College, ,Bihar,-,-,-
R.N.MEMORIAL MAHILA STC, ,Rajasthan,-,-,-
R.N.S.INSTITUTE OF EDUCATION D.ED, ,Karnataka,-,-,-
R.N.T. COLLEGE OF TEACHER EDUCATION, ,Rajasthan,-,-,-
R.N.T. Medical College,UDAIPUR ,Rajasthan,0294-2523613,iaecon@sancharnet.in,-
R.O.R.B. DEGREE COLLEGE, ,Uttar Pradesh,-,-,-
R.P Educational Trust Group of Institutions, ,Haryana,"01748-202702,01748-202703",info@rpiit.com,http://www.rpinstitutions.com
R.P. Degree College, ,Uttar Pradesh,-,-,-
R.P. Kanya Mahavidyalaya, ,Uttar Pradesh,-,-,-
R.P.A. COLLEGE OF EDUCATION, ,Tamil Nadu,-,-,-
R.P.Gogate College Of Arts Science & R.V.J. College Of Commerce, ,Maharashtra,-,-,-
R.P.M. DEGREE COLLEGE, ,Uttar Pradesh,-,-,-
R.P.P.G. COLLEGE, ,Uttar Pradesh,-,-,-
R.P.S. COLLEGE OF EDEUCATION, ,Haryana,-,-,-
R.P.S. Law College,PATNA ,Bihar,065-234060,-,-
R.P.S. Teacher's Training College, ,Bihar,-,-,-
R.R TAMIL MEDIUM D.ED COLLEGE, ,Karnataka,-,-,-
R.R. Bawa D.A.V. College for Girls, ,Punjab,-,-,-
R.R. COLLEGE OF MANAGEMENT STUDIES & COMPUTER APPLICATIONS,BANGALORE ,Karnataka,080-28437368080-23398258,rrrmba@yahoo.co.in,-
R.R. D.ED COLLEGE, ,Karnataka,-,-,-
R.R. EDUCATIONAL TRUSTS B.ED. COLLEGE, ,Maharashtra,-,-,-
R.R. INSTITUTE OF ADVANCED STUDIES, ,Karnataka,080-65326100/28391555080-288396210,pkmtrust@rediffmail.com,-
R.R. Lahoti Science College, ,Maharashtra,-,-,-
R.R. Memorial Degree College,JANGAON ,Andhra Pradesh,55667898,-,-
"R.R.K. Samithi Kishan LalPande College of Pharmacy , BIDAR",BIDAR ,Karnataka,-,-,-
R.R.M.K. Arya Mahila Mahavidyalaya, ,Punjab,-,-,-
R.R.Polytechnic, ,Karnataka,-,-,-
R.S. Banaras Law College, ,Uttar Pradesh,-,-,-
R.S. Bidkar Artsscience& Commerce College, ,Maharashtra,-,-,-
R.S. College, ,Punjab,-,-,-
R.S. Mahavidyalaya, ,Orissa,-,-,-
R.S. MEMORIAL TEACHER TRAINING COLLEGE, ,Haryana,-,-,-
R.S.D. Academy, ,Uttar Pradesh,-,-,-
R.S.D. ACADEMY, ,Uttar Pradesh,-,-,-
R.S.D. College, ,Punjab,-,-,-
R.S.G.U. Degree (P.G.) College, ,Uttar Pradesh,-,-,-
R.S.K.D. PG Degree College, ,Uttar Pradesh,-,-,-
R.S.M. Degree College, ,Uttar Pradesh,-,-,-
"R.S.M. Educational Society,Sri Sai College of Pharmacy , Bangalore",BANGALORE ,Karnataka,0-23596766,-,-
R.S.M.P DEGREE COLLEGE, ,Uttar Pradesh,-,-,-
R.S.M.P. Degree College, ,Uttar Pradesh,-,-,-
R.S.P. College, ,Jharkhand,0326-2291211,"principal@rspcollege.org,",www.rspcollege.org
R.S.S. Degree College, ,Uttar Pradesh,-,-,-
R.S.S. DEGREE COLLEGE, ,Uttar Pradesh,05652431000,sikarwargroup@gmail.com,www.rssdc.info
R.S.S.P. Mandals Ltd Sanchalit Rastriya Arts Sc Commerce College, ,Maharashtra,-,-,-
R.S.TEACHERS TRAINING COLLEGE, ,Rajasthan,-,-,-
R.S.V. COLLEGE OF EDUCATION, ,Karnataka,-,-,-
R.T.C.B.Ed.College P.H.E.D, ,Jharkhand,0651-2542114,-,-
R.T.E SOCIETYS COLLEGE OF EDUCATION, ,Karnataka,-,-,-
R.T.E.S.s Arts Sc. & Commerce College, ,Karnataka,-,-,-
R.V. Bidap Law College, ,Karnataka,-,-,-
R.V. Bidap Law College, ,Karnataka,-,-,-
R.V. Higher Education and Technical Institute, ,Uttar Pradesh,-,-,-
R.V. NORTH LAND INSTITUTE, ,Uttar Pradesh,-,-,-
R.V. Teachers College, ,Karnataka,-,-,-
R.V. Teachers College, ,Karnataka,08026565925,rvtti.gmail.com,http://www.rvtti.com/
R.V.HIGHER EDUCATION AND TECHNICAL INSTITUTE, ,Uttar Pradesh,-,-,-
R.V.P. First Grade College, ,Karnataka,-,-,-
R.V.S College Of Computer Application,KARAIKAL ,Pondicherry,-,-,-
R.V.S. COLLEGE OF EDUCATION, ,Tamil Nadu,0422-2687421/480/603.,-,www.rvscoe.ac.in
R.V.S. COLLEGE OF EDUCATION, ,Tamil Nadu,-,-,-
R.V.S. COLLEGE OF EDUCATION, ,Pondicherry,-,-,-
R.V.S. College of Engineering,BANGALORE ,Karnataka,080-28600184/1700,principal@rvce.ac.in,www.rvce.ac.in
R .V.S. College of Engineering and Technology (M.B.A), ,Tamil Nadu,04551-227229,rvscet.dgl@rvsgroup.com,www.rvseng.ac.in
"R.V.S. College of Pharmaceutical Sciences , Sulur",COIMBATORE ,Tamil Nadu,0422-2687421/Extn.:302.,rvs_pharmacy@yahoo.com,www.pharmacy.rvshs.ac.in
R.V.S. College of Physiotherapy, ,Tamil Nadu,-,rvscpt@rvshs.ac.in,www.physiotherapy.rvshs.ac.in
"R.V.S. Dental College & Hospital , Kannampalayam",COIMBATORE ,Tamil Nadu,"0422–2680744,26880746",rvsdental@rvsgroup.com,http://rvsdental.ac.in
"RVS College Of Engineering and Technology,", ,Tamil Nadu,-,rvscet.dgl@rvsgroup.com,-
R.V.S. Medical Trust Homoeopathic Medical College,COIMBATORE ,Tamil Nadu,-,-,-
R.V.S. Padhmavathy College of Engineering & Technology, ,Tamil Nadu,044-37906060,info@rvschennai.com,www.rvschennai.com
R.V.S. School of Architecture, ,Tamil Nadu,0422-2681123,-,http://www.rvsarch.ac.in/
R.V.V.N. College,GUNTUR ,Andhra Pradesh,"08645–255223,0863,2232616",-,-
RAADHAA COLLEGE OF EDUCATION, ,Tamil Nadu,-,-,-
"Raak Nursing & Paramedical College , Villianur",PONDICHERRY ,Pondicherry,-,-,-
RAAK TEACHER TRAINING INSTITUTE, ,Pondicherry,-,-,-
Raasi Polytechnic College, ,Tamil Nadu,04287246441,info@raasipolytechnic.in,www.raasipolytechnic.in
RAATH MAHAVIDYALAYA, ,Uttaranchal,-,-,-
RAATH MAHAVIDYALAYA, ,Uttaranchal,-,-,-
Rabiammal Ahamed Maideen College For Women,TIRUVARUR ,Tamil Nadu,-,-,-
Rabindharanath Tagoor College of Engineering for Women,SALEM ,Tamil Nadu,"04288-294223,04288-227434",rtcew@yahoo.com,-
"Rabindharanath Tagoore College Of Nursing For Women,Salem",SALEM ,Tamil Nadu,-,-,-
Rabindharanath Tagore College  Arts And Science  Women,SALEM ,Tamil Nadu,-,-,-
RABINDHARANATH TAGORE COLLEGE OF EDUCATION, ,Tamil Nadu,-,-,-
"Rabindharanath Tagore College Of Nursing For Women , Salem",SALEM ,Tamil Nadu,-,-,-
"Rabindharanath Tagore School Of Nursing For Women , Sankari West", ,Tamil Nadu,-,-,-
Rabindra Bharati University,KOLKATA ,West Bengal,910335568079,registrar@rbu.ac.in,www.rbu.ac.in
RABINDRA BHARTI TEACHER TRAINING COLLEGE, ,Haryana,-,-,-
Rabindra Mahavidyalaya, ,West Bengal,-,-,-
RABINDRA NATH THAKUR COLLEGE OF EDUCATION, ,Rajasthan,-,-,-
Rabindra Nath Thakur Primary Teacher's Training Institute, ,West Bengal,-,-,-
Rabindra Satabarsiki Mahavidyalaya, ,West Bengal,-,-,-
Rabindra Shiksha Sammilani Law College,KOLKATA ,West Bengal,033-28400712,-,-
"Rabindranath Tagore International Institute Of Cardiac Sciences , Kolkata",KOLKATA ,West Bengal,-,-,-
RabindraNazrulSmritiB.Ed. EducationalInstitute, ,West Bengal,-,-,-
Rabindrasashan Girls College, ,Assam,-,-,-
Rachapudi Nagabushanam Degree College,CUDDAPAH ,Andhra Pradesh,"08569–283232,204027",-,-
RADHA GOVIND COLLEGE OF EDUCATION, ,Uttar Pradesh,-,-,-
Radha Govind Engineering College,MEERUT ,Uttar Pradesh,"0121-2760396,2767823",rgec@vsnl.com,-
Radha Govind Teacher's Training College, ,Jharkhand,"+91-06553-25926,09431183704",rgpttc_ramgarth@rediffmail.com,http://www.rgttc-ramgarh.org/
RADHA HARI GOVERNMENT P.G. COLLEGE, ,Uttaranchal,-,-,-
"Radha Kirushnajee College Of Nursing , Kanchipuram",KANCHIPURAM ,Tamil Nadu,-,-,-
RADHA KRISHAN TEACHERS TRAINING COLLEGE, ,Rajasthan,-,-,-
RADHA KRISHNA COLLEGE, ,Madhya Pradesh,-,riteodisha@gmail.com,-
RADHA KRISHNA KANYA MAHAVIDYALAYA, ,Uttar Pradesh,-,-,-
Radha Krishna Kanya Mahavidyalaya, ,Uttar Pradesh,-,-,-
"Radha Krishna Nursing Education Institute , Bhilwara",BHILWARA ,Rajasthan,-,-,-
RADHA MOAHAN KISHAN MAJDOOR MAHAVIDYALAYA, ,Uttar Pradesh,-,-,-
Radha Mohan Kisan Majdoor Mahavidyalaya, ,Uttar Pradesh,-,-,-
Radha Shanta Mahavidyalaya, ,Bihar,-,-,-
Radha Umakant Sanskrit Mahavidyalaya, ,Bihar,-,-,-
"Radhabai Bahekar Nursing anm School,Gondia", ,Maharashtra,-,-,-
Radhabai Kale Mahila Mahavidyalya(Arts & Sciences), ,Maharashtra,-,-,-
Radhamadhab College, ,Assam,-,-,-
Radhanath Institute of Advance Studies, ,Orissa,-,-,-
Radhanath Institute of Advanced Study in Education, ,Orissa,-,-,-
Radhanath Secondary Training School, ,Orissa,-,-,-
